Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,RSI_14
2026-06-05,428.3399963378906,429.4700012207031,414.3999938964844,416.6700134277344,34782200,422.17698822021487,407.67138122558595,47.66
2026-06-08,414.1400146484375,417.1600036621094,408.55999755859375,411.739990234375,32086700,422.05284576416017,408.6025994873047,45.47
2026-06-09,409.0299987792969,411.9800109863281,398.4800109863281,403.4100036621094,35317300,421.6349380493164,409.5508209228516,41.96
2026-06-10,398.54998779296875,405.0400085449219,397.1600036621094,397.3599853515625,32576000,421.15850219726565,410.33433654785154,39.57
2026-06-11,395.2099914550781,396.8500061035156,384.0,390.3399963378906,47224100,420.4587890625,410.7537365722656,36.94
2026-06-12,391.42999267578125,391.739990234375,382.2699890136719,390.739990234375,34865800,419.5685317993164,411.19710205078127,37.2
2026-06-15,396.79998779296875,401.75,392.8500061035156,399.760009765625,32266400,418.50612487792966,411.7392449951172,42.83
2026-06-16,395.7900085449219,396.8399963378906,390.69000244140625,393.8299865722656,31506800,417.06639099121094,412.1743621826172,40.27
2026-06-17,390.25,390.3699951171875,377.32000732421875,378.9100036621094,41987800,415.18599700927734,412.32285400390623,34.66
2026-06-18,377.82000732421875,381.3699951171875,373.2799987792969,379.3999938964844,59714200,413.1484970092773,412.44043395996096,34.98
2026-06-22,375.739990234375,381.6300048828125,367.07000732421875,367.3399963378906,45171100,410.56099700927734,412.34195922851563,30.96
2026-06-23,372.3800048828125,377.2200012207031,370.6700134277344,373.94000244140625,40647600,408.3294967651367,412.4193896484375,35.34
2026-06-24,371.57000732421875,378.8800048828125,364.7799987792969,365.4599914550781,44509900,405.8009963989258,412.05780334472655,32.49
2026-06-25,362.7699890136719,364.2300109863281,349.20001220703125,352.8299865722656,66179000,402.80899505615236,411.2691949462891,28.76
2026-06-26,357.1499938964844,376.6099853515625,355.42999267578125,372.9700012207031,186201600,400.1079956054688,410.5219696044922,40.48
2026-06-29,377.5,380.5,359.8999938964844,368.57000732421875,51229900,396.0244964599609,409.5063348388672,38.97
2026-06-30,371.0299987792969,374.1499938964844,367.45001220703125,373.0199890136719,44945700,391.6494964599609,408.529208984375,41.35
2026-07-01,380.8299865722656,388.8299865722656,374.8900146484375,384.2799987792969,48065800,388.7979965209961,407.8714794921875,46.99
2026-07-02,384.4800109863281,392.20001220703125,383.70001220703125,390.489990234375,42128900,386.9554962158203,407.2164129638672,49.85
2026-07-06,387.0400085449219,389.1499938964844,381.2200012207031,386.739990234375,34224500,384.88999633789064,406.3115252685547,48.16
2026-07-07,392.489990234375,395.57000732421875,388.2200012207031,388.8399963378906,29297500,383.4984954833984,405.7912957763672,49.2
2026-07-08,384.0299987792969,385.30999755859375,381.3299865722656,383.3399963378906,25908300,382.07849578857423,404.9840496826172,46.57
2026-07-09,374.45001220703125,384.6499938964844,373.3500061035156,384.3599853515625,31083200,381.12599487304686,404.1932116699219,47.13
2026-07-10,387.79998779296875,391.9100036621094,381.5,385.1000061035156,24644600,380.5129959106445,403.3287658691406,47.56
2026-07-13,387.75,393.6499938964844,384.1499938964844,390.989990234375,28914900,380.5454956054688,402.67771301269534,51.0
2026-07-14,382.82000732421875,388.19000244140625,378.6499938964844,384.92999267578125,27863900,380.25499572753904,402.2383386230469,47.55
2026-07-15,387.79998779296875,398.9599914550781,386.3999938964844,395.6300048828125,36253700,380.0484954833984,401.8800524902344,53.54
2026-07-16,398.30999755859375,405.989990234375,392.04998779296875,401.1000061035156,37047400,380.41199645996096,401.6475311279297,56.28
2026-07-17,394.8599853515625,398.3900146484375,389.3900146484375,393.82000732421875,33049800,381.1574966430664,401.3141125488281,51.89
2026-07-20,391.4100036621094,403.17999267578125,389.6499938964844,402.2900085449219,27863300,382.30199737548827,401.0986059570312,56.18
2026-07-21,398.80499267578125,401.4700012207031,396.32000732421875,399.2287902832031,9022103,383.8964370727539,400.68596923828125,54.29
